0.995185  -0.0980171  0  0
0.981379  -0.19208  0  0
0.959572  -0.281465  0  0
0.930767  -0.365613  0  0
0.895966  -0.444122  0  0
0.856147  -0.516732  0  0
0.812251  -0.583309  0  0
0.765167  -0.643832  0  0
0.715731  -0.698376  0  0
0.664711  -0.747101  0  0
0.61281  -0.79023  0  0
0.560662  -0.828045  0  0
0.50883  -0.860867  0  0
0.457813  -0.889048  0  0
0.408044  -0.912962  0  0
0.359895  -0.932993  0  0
0.313682  -0.949528  0  0
0.269668  -0.962953  0  0
0.228072  -0.973644  0  0
0.189069  -0.981964  0  0
0.152797  -0.988258  0  0
0.119365  -0.99285  0  0
0.0888536  -0.996045  0  0
0.0613207  -0.998118  0  0
0.0368072  -0.999322  0  0
0.0153392  -0.999882  0  0
-0.00306796  -0.999995  0  0
-0.0184067  -0.999831  0  0
-0.0306748  -0.999529  0  0
-0.0398729  -0.999205  0  0
-0.0460032  -0.998941  0  0
-0.0490677  -0.998795  0  0
-0.0490677  -0.998795  0  0
-0.0460032  -0.998941  0  0
-0.0398729  -0.999205  0  0
-0.0306748  -0.999529  0  0
-0.0184067  -0.999831  0  0
-0.00306796  -0.999995  0  0
0.0153392  -0.999882  0  0
0.0368072  -0.999322  0  0
0.0613207  -0.998118  0  0
0.0888536  -0.996045  0  0
0.119365  -0.99285  0  0
0.152797  -0.988258  0  0
0.189069  -0.981964  0  0
0.228072  -0.973644  0  0
0.269668  -0.962953  0  0
0.313682  -0.949528  0  0
0.359895  -0.932993  0  0
0.408044  -0.912962  0  0
0.457813  -0.889048  0  0
0.50883  -0.860867  0  0
0.560662  -0.828045  0  0
0.61281  -0.79023  0  0
0.664711  -0.747101  0  0
0.715731  -0.698376  0  0
0.765167  -0.643832  0  0
0.812251  -0.583309  0  0
0.856147  -0.516732  0  0
0.895966  -0.444122  0  0
0.930767  -0.365613  0  0
0.959572  -0.281465  0  0
0.981379  -0.19208  0  0
0.995185  -0.0980171  0  0
